127.0.0.1 - - [30/Aug/2019:15:14:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:15:11 +0000] "GET / HTTP/1.0" 200 1 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:15:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:16:31 +0000] "GET / HTTP/1.0" 200 1 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:16:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:17:10 +0000] "GET / HTTP/1.0" 200 39 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:17:10 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:17:29 +0000] "GET / HTTP/1.0" 200 41 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:17:29 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:18:35 +0000] "GET / HTTP/1.0" 200 25 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:18:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:19:58 +0000] "GET / HTTP/1.0" 200 61 "http://wordpress-course.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
127.0.0.1 - - [30/Aug/2019:15:19:58 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://wordpress-course.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
